,id,date_created,no_of_likes,no_of_reply,source,tweets,url,username,location
438,1309875467697238019,2020-09-26 15:20:22+00:00,731,58,Twitter for iPhone,My family and I convey our deepest condolences to the government and people of Borno over the Boko Haram attack between Monguno and Baga in Borno State which reportedly claimed the lives of 15 security operatives. https://t.co/c94e87nSUF,https://twitter.com/PeterObi/status/1309875467697238019,PeterObi,Nigeria
439,1309170111601934338,2020-09-24 16:37:32+00:00,268,11,Twitter for iPhone,My deepest condolences to the affected families and the government and people of both Ebonyi and Kogi states. -PO,https://twitter.com/PeterObi/status/1309170111601934338,PeterObi,Nigeria
440,1309170109773238272,2020-09-24 16:37:32+00:00,1420,131,Twitter for iPhone,"The tragic accident in Akaeze-Ukwu community in Ivo LGA of Ebonyi in which over 22 persons died, and the fuel tanker explosion in Lokoja that led to the loss of 23 lives is sad and heartbreaking.",https://twitter.com/PeterObi/status/1309170109773238272,PeterObi,Nigeria
441,1308427042040565761,2020-09-22 15:24:50+00:00,980,46,Twitter for iPhone,"The late Emir of Zazzau, HRH Alhaji Shehu Idris was a peaceful man and unifier. On behalf of my family, I express my deepest condolences to his family, the Zazzau Emirate Council, &amp; the government &amp; people of  Kaduna State. May God forgive his sins and grant him eternal rest. -PO",https://twitter.com/PeterObi/status/1308427042040565761,PeterObi,Nigeria
442,1308314949874323457,2020-09-22 07:59:26+00:00,607,46,Twitter for iPhone,"May God Almighty grant the soul of our gallant soldier, Col D C Bako eternal rest. May He also grant the family and our security operatives making sacrifices to secure our country the fortitude to bear this irreplaceable loss. -PO
https://t.co/Gn67eJHqTj",https://twitter.com/PeterObi/status/1308314949874323457,PeterObi,Nigeria
443,1307420186882998278,2020-09-19 20:43:57+00:00,7258,179,Twitter for iPhone,"People of Edo, you've done well by defying all odds to cast your votes. Now is time for vigilance, to ensure that the ballots are adequately collated and the winner announced accordingly. The defence of our democracy is a collective responsibility. #EdoDecides2020",https://twitter.com/PeterObi/status/1307420186882998278,PeterObi,Nigeria
444,1307083270216089602,2020-09-18 22:25:10+00:00,1220,66,Twitter for iPhone,"Restricting them while Govs Ganduje, Uzodinma, and others are given unimpeded access is a negation of democracy and a caricature of the fairness promised by the APC govt.  -PO",https://twitter.com/PeterObi/status/1307083270216089602,PeterObi,Nigeria
445,1307083268127424514,2020-09-18 22:25:10+00:00,4045,228,Twitter for iPhone,"In the spirit of equity &amp; fairness, Gov Wike &amp; @OfficialPDPNig leaders on party assignment should be given equal opportunities as those of the APC.",https://twitter.com/PeterObi/status/1307083268127424514,PeterObi,Nigeria
446,1299732898342416384,2020-08-29 15:37:25+00:00,809,66,Twitter for iPhone,I join well-meaning Nigerians in calling for a panel of inquiry to be set up to unravel the circumstances surrounding the killing to avoid such recklessness in the future. -PO,https://twitter.com/PeterObi/status/1299732898342416384,PeterObi,Nigeria
447,1299732896207560705,2020-08-29 15:37:24+00:00,5457,490,Twitter for iPhone,"The recent killing of unarmed youths in Enugu is condemnable,  just as the senseless killing of Nigerians in any part of the country.",https://twitter.com/PeterObi/status/1299732896207560705,PeterObi,Nigeria
448,1295462055768719361,2020-08-17 20:46:37+00:00,627,70,Twitter for iPhone,"Your Excellency, Gen. Ibrahim Babangida, your commitment to Nigeria's diversity and national unity is unwavering. On this occasion of your 79th birthday, my family and I wish you more years in good health and service to humanity. -PO https://t.co/AmybU2gEK2",https://twitter.com/PeterObi/status/1295462055768719361,PeterObi,Nigeria
